Fecha;Hora;Día;Nº Incidencia;sitrem;Carretera;MC30;Calzada;Localización;Enlace;Tipo de accidente;Tipo de colisión;Nº Vehículos implicados;Nº Turismos;Nº Motocicletas;Nº vehículos pesados;H.L.;hl;hg;vm;Daños al mobiliario urbano;Circulación;Estado del Firme;Presencia Recursos Externos;Corte Carril;Vertido;Grúa usuario;Grúa Propia EMESA;Grúa Movilidad;Factores Atmosféricos;Visibilidad señalización;Señalización de Peligro;Visibilidad restringida por;Aceras;Árboles;Vehículos denominación;Descripción del accidente;Daños causados al viario;Materiales utilizados;Observaciones
10/03/2016;20:45;;20160310-0034;C-P-ACC-01;M30;09XL90;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;Si;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Alcance entre vehículos carril derecho.A mi llegada,solo queda un vehículo.;;;Corte carril 21:00 - 21:25.
11/03/2016;8:15;;20160311-0008;C-P-ACC-01;M30;05XL00;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M4;Accidente por alcance de 2 vehículos implicados sin heridos.Se marchan por sus propios medios.;;;
11/03/2016;12:08;;20160311-0016; C-E-ACC-01;M30;09VT80;INTERIOR;Ramal;Superficie;Colisión de vehículos;;2;1;1;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;Si;Si;Buen Tiempo;Buena;;Sin Restricción;;;V1;Aviso del CCT accidente en carril derecho.Traslado del herido al gregorio Marañon.;;;Corte 12:04 - 12:50.
11/03/2016;14:58;;20160311-0025;C-P-ACC-01;M30;07XL70;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión de 2 vehículos en carril derecho,nos trasladamos al arcén derecho.Toman datos reanudan la marcha.;;;
11/03/2016;15:01;;20160311-0024;T-P-ACC-01;M30;17NC49;INTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderon;Alcance entre vehículos señalizamos y salen por sus medios a la llegada de policía.;;;Corte 15:08 - 15:25
11/03/2016;16:08;;20160311-0028;C-P-ACC-01;M30;01NC90;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M3;Accidente en arcén derecho sin heridos.Los vehículos se retiran por sus medios.;;;
11/03/2016;16:37;;20160311-0029;C-P-ACC-01;M30;02NC40;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;4;4;;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M3/V1;Accidente en carril derecho 2 veh se retiran por sus medios y 2 por sus grúas.Se ofrece grúay la quieren.1 herido trasladado al Gregorio Marañon.16:45 retiramos veh al arcén derecho.;;;Corte 16:27 - 16:45.
11/03/2016;16:53;;20160311-0030; T-E-ACC-01;M30;14NL09;INTERIOR;V/S;Túnel;Colisión de vehículos;Por alcance;2;1;1;;1;;1;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;M2/AIAM Valencia;Moto impacta por detrás al vehículo.Motorista atendido por Samur.Corte de 2 carriles derechos.Abandonamos el punto;;;Corte 17:01 - permanece M.Alvaro
11/03/2016;17:07;;20160311-0031;T-P-ACC-01;M30;15XL18;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;3;3;;;;1;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Alcance entre vehículos señalizamos y sacamos 1;;;Corte carril derecho 17:12 - 17:36
11/03/2016;17:57;;20160311-0032;C-P-ACC-01;M30;09XL80;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión de 2 vehículos en carril derecho.Policía los traslada al arcén derecho.1 de los veh reanuda la marcha.;;;
12/03/2016;0:09;;20160312-0001; C-E-ACC-01;M30;29NC90;INTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;4;4;;;1;2;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1 / V2;Colisión de vehículos en ambas calzadas, con heridos.;;;
12/03/2016;4:10;;20160312-0004; C-E-ACC-01;M30;07RE10;INTERIOR;Ramal;Superficie;Otros;;1;;1;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Caída de motorista en arcén derecho, se corta cuarto de carril del lado derecho, hasta que SAMUR atiende y traslada al herido en estado leve al Gregorio Marañon. Da positivo en alcoholemia y moto grúa movilidad;;;
12/03/2016;11:48;;20160312-0009; C-E-ACC-01;M30;31XC40;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;2;2;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Vehículo colisiona lateralmente con otro vehículo desplazandolo y este a su vez se sale a la isleta produciendo daños al patrimonio. Corto carril derecho, se ofrece grúa pero la rechazan. Dejo señal de dirección base de arriba;1 señal PK 31+400 / 1 señal vertical doble poste de dirección 31B;;
12/03/2016;13:43;;20160312-0012;C-P-ACC-01;M30;23NC00;INTERIOR;Tronco;Superficie;Otros;;1;;1;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Caída de motorista, señalizo en arcén derecho, se ofrece grúa pero la rechazan;;;
12/03/2016;14:22;;20160312-0013;C-P-ACC-01;M30;11NL00;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;5;5;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Señalizar accidente por alcance en carril central. Los pasamos a isleta. 2 vehículos salen por sus medios y los otros con grúa de seguro;;;
12/03/2016;14:49;;20160312-0014;C-P-ACC-01;M30;05NL70;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente en carril izquierdo. Los vehículos se retiran por sus medios. Finalizo;;;
12/03/2016;15:12;;20160312-0016; C-E-ACC-01;M30;31NC10;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Corto carril derecho por accidente. Herido leve dado de alta en el punto. Se ofrece grúa y la rechazan;;;
13/03/2016;0:50;;20160313-0001;C-P-ACC-01;M11;00MT50;ENTRADA;Tronco;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1 / V2;Salida de via con daños al patrimonio. Vehículo  queda atravesado en 2 carriles derechos, se cortan 2 carriles hasta retirada de este en grúa propia. Se ofrece grúa RUDESA, usuario no quiere el servicio;;;
13/03/2016;8:50;;20160313-0003;C-P-ACC-01;M30;12RJ80;EXTERIOR;Ramal;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Señalizar accidente salida de via sin heridos y con daños a patrimonio de barreras en carril izquierdo. Policía lo retira a gasolinera TAXIS. El vehiculo lo retira un familiar y el conductor da positivo en alcoholemia;5 barreras, 5 CPNs, 5 separadores, 2 captafaros de barrera;;
13/03/2016;13:32;;20160313-0007; T-E-ACC-01;M30;14RC04;INTERIOR;Ramal;Túnel;Salida de vía;;1;;1;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Valencia;Accidente con motorista implicado, salida de via, es atendido por SAMUR en el punto y causa alta en el mismo. Abandona el punto por sus medios;;;
13/03/2016;15:07;;20160313-0009; T-E-ACC-01;M30;09XC64;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;colisión de dos vehículos por alcande en 09XC64 con un herido leve en uno de los vehiculos. A un vehiculo lo escoltamos hasta superficie y al otro lo retiramos con C-10;;;
13/03/2016;23:47;;20160313-0017; C-E-ACC-01;M30;06NC00;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1 / V2;Accidente con heridos. Un herido leve trasladado por SAMUR.;;;
14/03/2016;8:17;;20160314-0006;T-P-ACC-01;M30;16NC63;INTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Colisión de dos  vehiculos por alcance. Antes de llegar, salen por sus medios. Nos anulan de camino;;;
14/03/2016;8:39;;20160314-0008;T-P-ACC-01;M30;16NC55;INTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Vehículo parado, en el trayecto se produce un accidente, un de los vehículos lo sacamos por grade cero empujando y el otro lo sacamos con el híbrido.;;;
14/03/2016;9:15;;20160314-0011;C-P-ACC-01;M30;06RE10;INTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;1;;1;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Señalizar accidente por alcance en ramal salida de Puente de ventas, sin daños ni heridos, los vehículos se retiran por sus medios.;;;
14/03/2016;18:52;;20160314-0027;T-P-ACC-01;M30;14RT22;INTERIOR;Ramal;Túnel;Colisión de vehículos;Por alcance;2;1;1;;;0;;;No;Fluida;Seco y Limpio;;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Valencia;coche y moto que tienen un alcance, los usuarios abandonan el punto con sus vehículos, se corta carril derecho y señalizamos.;;;
14/03/2016;19:00;;20160314-0029;C-P-ACC-01;M30;32RC00;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Alcance entre vehículos en carril derecho. A mi llegada sólo quedan dos turismos, uno de ellos se retira por sus medios.;;;
14/03/2016;20:55;;20160314-0030;C-P-ACC-01;M30;07NC40;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente en carril derecho, a mi llegada sólo queda un vehículo.;;;
15/03/2016;9:57;;20160315-0011; T-E-ACC-01;A5;03FT62;ENTRADA;Tronco;Túnel;Colisión de vehículos;Por alcance;2;1;1;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;Accidente por alcance con motorista herido leve, en carril izquierdo central, cortamos dicho carril, policía activa a Samur y solicitamos C-10. No se traslada al herido y sacamos la moto en grúa C-10.;;;
15/03/2016;15:25;;20160315-0021;C-P-ACC-01;M30;29XC00;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;;Si;No;;;;;Buena;;Sin Restricción;;;V-2/M-2;Señalizar vehículos accidentados en carril izquierdo;;;
15/03/2016;19:55;;20160315-0029; C-E-ACC-01;M30;12RA10;INTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;5;5;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1/M-3;Accidente en arcén derecho, 1 herido leve dado de alta en el lugar, 1 vehículo retirado por su grúa , 4 vehículos se retiran por sus medios, se ofrece grúa y no la quiere.;;;
15/03/2016;23:40;;20160315-0035; C-E-ACC-01;M30;12RL60;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Empres externa API está comenzando a tealizar corte carril izquierdo con un operario señalizando con linterna al principio del corte, motorista se colisiona con furgoneta de operarios resultando herido y trasladado.;;;
16/03/2016;9:18;;20160316-0005;C-P-ACC-01;M607;10OT00;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Corto carril derecho por accidente. Los vehiculos se retiran por sus medios.;;;
16/03/2016;10:05;;20160316-0006; C-E-ACC-01;M30;05NC70;INTERIOR;Tronco;Superficie;Otros;;2;2;;;;0;1;;No;Densa;Seco y Limpio;P.M., SAMUR y Bomberos;Si;;;;;Buen Tiempo;Buena;;Sin Restricción;;;V-1/V-2;Precipitado en carril derecho siendo golpeado por el vehiculo 1. Herido trasladado grave. Sin datos del precipitado.;;;
16/03/2016;11:35;;20160316-0008; C-E-ACC-01;M30;00XC40;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V-1/M-1;Accidente de motorista en carriles centrales. Herido trasladado con pronostico reservado.;;;
16/03/2016;16:04;;20160316-0017; C-E-ACC-01;M30;09NL00;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;Si;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Señaliza accidente por alcance en carril izdo con daños a patrimonio y un herido leve trasladado al H. 12 octubre pronostico reservado. Los vehiculos nº 1 por sus medios y nº 2 en su grua.;3 hitos H-75;;
16/03/2016;16:30;;20160316-0018;C-P-ACC-01;M30;12RV50;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente en carril derecho. A mi llegada solo queda un vehiculo en arcen derecho.;;;
16/03/2016;17:07;;20160316-0020; C-E-ACC-01;M30;04RL10;EXTERIOR;Ramal;Superficie;Vuelco;;1;1;;;;1;;;Si;Densa;Seco y Limpio;P.M., SAMUR y Bomberos;Si;Si;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Señalizar accidente (vuelco) con daños a patrimonio y herido trasladado al H. Ramón y Cajal 8sin pronosticar) y el vehiculo retira grúa movilidad.;2 señales completas, 1 bañera N-120, 1 hito H-75 completo;1 litro desengrasante;
16/03/2016;19:30;;20160316-0025; C-E-ACC-01;M30;08NL70;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;3;3;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1/M-3;Accidente con heriods en carril izquierdo. Herido leve dado de alta en el lugar. Se ofrece grúa y no la quierren. I vehiculo se retira por sus medios. 2 vehiculos retirados por sus grúas.;;;
16/03/2016;20:58;;20160316-0029;C-P-ACC-01;M30;00XC20;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Señalizar accidente por alcance en carril derecho, sin daños a patrimonio. El vehiculo 1 se retria por sus medios y los demas en su grúa seguro.;;;
16/03/2016;21:00;;20160316-0030;C-P-ACC-01;M30;00XC70;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1/M-3;Accidente sin heridos en carril derecho. Se ofrece grúa y no la quierren. 1 vehiculo se retira por sus medios. 1 vehiculo es retirado por su grua.;;;
17/03/2016;8:48;;20160317-0007; C-E-ACC-01;M30;08XC30;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;2;1;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente entre 3 vehículos por alcance ocupando el carril derecho, un motorista implicado herido leve y dado de alta en el punto por el Samur, sin daños al patrimonio. Dos de los vehículos se retiran por sus medios y el tercero en su grúa del seguro.;;;Cortado el carril derecho desde las 09:06 h hasta las 09:25 h
18/03/2016;10:50;;20160318-0020; C-E-ACC-01;M30;10XL10;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente entre 2 vehículos por alcance ocupando el carril derecho, 1 herido leve dado de alta en el punto por el Samur y sin daños al patrimonio.;;;Cortado el carril derecho desde las 10:52 h hasta las 11:45 h
18/03/2016;12:02;;20160318-0024; C-E-ACC-01;A4;05UT00;ENTRADA;Tronco;Superficie;Salida de vía;Lateral;2;1;1;;;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente con 1 motorista implicado por caida de este y que resulta herido sin pronosticar (perdida de memoria) y trasladado al Hospital Gregorio Marañon.;;;Cortado el carril derecho desde las 12:20 h hasta las 13:30 h
18/03/2016;14:33;;20160318-0033; T-E-ACC-01;M30;15XC94;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal / AIAM Calderón;Accidente por alcance entre 2 vehículos. 1 herido leve es trasladado por el Samur al hospital y ambos vehículos son retirados por los Híbridos F-11 y F-12.;;;Cortados carriles desde las 14:38 h hasta las 15:30 h
18/03/2016;15:40;;20160318-0036;C-P-ACC-01;M30;19XC60;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;G. Civil;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Accidente por alcance entre 2 vehículos en el carril izquierdo que son trasladados por Guardía Civil al arcén derecho. Uno de los vehículos implicados se retira por sus medios. Sin heridos ni daños al patrimonio.;;;
18/03/2016;16:18;;20160318-0038;C-P-ACC-01;M30;11NL10;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente por alcance entre 3 vehículos en el carril derecho central. Sin heridos ni daños al patrimonio.;;;Cortado el carril derecho desde las 16:30 h hasta las 16:52 h
18/03/2016;21:00;;20160318-0050;C-E-ACC-01;M30;02RV10;EXTERIOR;Ramal;Superficie;Salida de vía;Contra mediana;1;1;;;1;1;;;Si;Fluida;Mojado;P. Municipal y SAMUR;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-1 / V-2;Accidente de 1 vehículo por salida de vía originando daños en ambos margenes del ramal. 1 herido leve.;10 Barreras, 6 IPN, 2 CPN, 1 Cola de Pez, 1 Terminación y 2 metros cuadrados de acera;;Cortado el carril desde las 21:00 h hasta las 23:10 h
19/03/2016;5:12;;20160319-0002;C-P-ACC-01;M30;20NC30;INTERIOR;Tronco;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Mojado;P. Municipal;No;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-2 / Reten;Accidente de 1 vehículo por salida de vía causando daños al patrimonio y se activa al reten para la reparación de estos. Sin heridos.;1 Bañera, 5 Hitos, 5 Bases, 2 metros cuadrados de acera, 5 CPN, 5 Separadores, 5 Tramos de Barreras, 7 Postes y 20 metros de cerramiento.;;
19/03/2016;7:00;;20160319-0004;C-P-ACC-01;M30;12RV00;EXTERIOR;Ramal;Superficie;Salida de vía;Por alcance;2;2;;;;0;;;Si;Fluida;Mojado;P. Municipal;Si;Si;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-2;Accidente entre 2 vehículos por alcance y salida de vía (uno de ellos colisiona contra las barreras), se encuentran ocupando la isleta junto con Policía Municipal ocupando parte de carril, se señaliza. Sin heridos y con daños al patrimonio.;3 Barreras y 2 CPN;3 Kg de Sepiolita gruesa y 2 Bolsas;Cortado el carril derecho desde las 07:10 h hasta las 08:05 h
19/03/2016;7:42;;20160319-0007;T-P-ACC-01;M30;18RM36;EXTERIOR;Ramal;Túnel;Salida de vía;;1;1;;;;0;;;No;;;P. Municipal;Si;No;Si;No;No;;;;;;;AIAM Portugal;Accidente de 1 vehículo por salida de vía, no puede ser retirado por la Plataforma C-10 ya que los AIAM de Base Calderón se encuentran en otra incidencia, es cargado en su grúa del seguro.;;;Cortado el carril derecho desde las 07:43 h hasta las 08:10 h
19/03/2016;10:33;;20160319-0009; C-E-ACC-01;M30;24RA20;INTERIOR;Ramal;Superficie;Salida de vía;Lateral;1;1;;;;1;;;Si;Fluida;Mojado;P. Municipal, G. Civil y SAMUR;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-2 / F-6 / C-2;Accidente de 1 vehículo por salida de vía colisionando contra las barreras y se señaliza junto con Guardia Civil (se queda señalizado con muros de plastico). 1 herido sin pronosticar trasladado al hospital.;6 Barreras, 1 Cola de Pez (suelo), 3 CPN y 4 Separadores;4 Bolsas;Cortado el carril izquierdo desde las 10:43 h hasta las 12:05 h
19/03/2016;12:13;;20160319-0012;T-P-ACC-01;M30;15RR05;INTERIOR;Ramal;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Mojado;P. Municipal;Si;No;No;No;No;Lluvia;Buena;;Sin Restricción;;;AIAM Calderón;Accidente entre 2 vehículos por alcance que se encuentran ocupando el carril izquierdo mientras los conductores toman datos, ambos vehículos se retiran por sus medios.;;;Cortado el carril izquierdo desde las 12:16 h hasta las 12:19 h
19/03/2016;14:30;;20160319-0013;C-P-ACC-01;M30;08NL50;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;7;7;;;2;2;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente entre 7 vehículos por alcance en el carril izquierdo central. 2 heridos leves dados de alta en el punto por el Samur.;;;Cortado el carril izquierdo central desde las 14:38 h hasta las 14:45 h
19/03/2016;18:20;;20160319-0016;C-P-ACC-01;M30;11NL50;INTERIOR;Tronco;Superficie;Salida de vía;;1;1;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente de 1 vehículo por salida de vía contra la mediana que revienta un neumático, se encuentra parado en el carril derecho. Sin heridos ni daños al patrimonio.;;;Cortado el carril derecho desde las 18:20 h hasta las 18:50 h
20/03/2016;2:43;;20160320-0002;T-P-ACC-01;M30;18RR24;INTERIOR;Ramal;Túnel;Salida de vía;Frontal;1;1;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;Accidente de un vehiculo sin heridos, sin  daños. Cortamos carril derecho. Sacamos el vehiculo al exterior cin la C-10;;sepiolia fina;
21/03/2016;6:16;;20160321-0004;  T-E-ACC-01;M30;14NL19;INTERIOR;Tronco;Túnel;Vuelco;Lateral;1;1;;;;0;;;No;Fluida;Seco y Limpio;P.M., SAMUR y Bomberos;Si;;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Valencia;Vehiculo que se da ci¡on el bordillo del hastial derecho y vuelca. El conductor no sufre daños, ni daños al patrimonio. Se corta carril derecho y señaliza. Se carga con plataforma.;;sepiolita fina;
21/03/2016;19:59;;20160321-0031; C-E-ACC-01;A2;04AT20;ENTRADA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;1;1;;;No;Fluida;Mojado;P. Municipal y SAMUR;Si;;No;No;No;Lluvia;Buena;;Sin Restricción;;;V-1;Colisión alcance , carril derecho, con heridos, sin daños, se corta carril derecho, hasta uqe Samur atiende a usuario vehiculo 1 dando de alta en punto y aandonan ambos vehiculos por sus medios.;;;
21/03/2016;20:20;;20160321-0035;C-P-ACC-01;M30;09XL40;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Fluida;Mojado;P. Municipal;Si;;No;No;No;Lluvia;Buena;;Sin Restricción;;;V-1;Colisión alcance, sin heridos, ni daños carril derecho, se corta carril derecho, hasta retirada de vehiculos por sus medios.;;;
21/03/2016;20:50;;20160321-0038;C-P-ACC-01;M30;10XL00;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Mojado;P. Municipal;Si;;No;No;No;Lluvia;Buena;;Sin Restricción;;;V-1;Colisión alcance sin heridos, ni daños en km 10+000. Policía lo pasa al corte del 09XL40, corto carril derecho, hasta retirada de estos por us medios, una vez terminan parte amistoso.;;;
21/03/2016;23:08;;20160321-0043;C-P-ACC-01;M30;30XC40;EXTERIOR;Tronco;Superficie;Salida de vía;Frontal;1;1;;;;0;;;Si;Fluida;Mojado;P. Municipal;Si;;Si;No;No;Lluvia;Buena;;Sin Restricción;;;V-1;Señalizar accidente, salida de via, con daños a patrimonio en lado derecho yel vehiculo en carriles izquierdo, sin heridos lo retira grua seguro.;3 barreras, 3 Cpns, 3 cilindros protector cpns ;;
22/03/2016;19:06;;20160322-0022;C-P-ACC-01;M30;10NL70;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;;;P. Municipal;Si;;No;No;No;;;;;;;V1;Colisión alcance carril derecho,sin heridos ni daños.Corto carril derecho hasta la llegada de policía que sacamos vehículos por 10RA a zona urbana;;;Corte 19:07 - 19:20
