Unnamed: 0,Tipo de accidente,Descripción del accidente,preprocessed_text
504,Salida de vía,"Accidente de un vehiculo sin heridos, sin  daños. Cortamos carril derecho. Sacamos el vehiculo al exterior cin la C-10","['accidente', 'vehiculo', 'heridos', 'daños', 'cortamos', 'carril', 'derecho', 'sacamos', 'vehiculo', 'exterior', 'cin', 'c10']"
505,Vuelco,"Vehiculo que se da ci¡on el bordillo del hastial derecho y vuelca. El conductor no sufre daños, ni daños al patrimonio. Se corta carril derecho y señaliza. Se carga con plataforma.","['vehiculo', 'cion', 'bordillo', 'hastial', 'derecho', 'vuelca', 'conductor', 'sufre', 'daños', 'daños', 'patrimonio', 'corta', 'carril', 'derecho', 'señaliza', 'carga', 'plataforma']"
506,Colisión de vehículos,"Colisión alcance , carril derecho, con heridos, sin daños, se corta carril derecho, hasta uqe Samur atiende a usuario vehiculo 1 dando de alta en punto y aandonan ambos vehiculos por sus medios.","['colision', 'alcance', 'carril', 'derecho', 'heridos', 'daños', 'corta', 'carril', 'derecho', 'uqe', 'samur', 'atiende', 'usuario', 'vehiculo', '1', 'dando', 'alta', 'punto', 'aandonan', 'vehiculos', 'medios']"
507,Colisión de vehículos,"Colisión alcance, sin heridos, ni daños carril derecho, se corta carril derecho, hasta retirada de vehiculos por sus medios.","['colision', 'alcance', 'heridos', 'daños', 'carril', 'derecho', 'corta', 'carril', 'derecho', 'retirada', 'vehiculos', 'medios']"
508,Colisión de vehículos,"Colisión alcance sin heridos, ni daños en km 10+000. Policía lo pasa al corte del 09XL40, corto carril derecho, hasta retirada de estos por us medios, una vez terminan parte amistoso.","['colision', 'alcance', 'heridos', 'daños', 'km', '10000', 'policia', 'pasa', 'corte', '09xl40', 'corto', 'carril', 'derecho', 'retirada', 'us', 'medios', 'terminan', 'amistoso']"
509,Salida de vía,"Señalizar accidente, salida de via, con daños a patrimonio en lado derecho yel vehiculo en carriles izquierdo, sin heridos lo retira grua seguro.","['señalizar', 'accidente', 'salida', 'via', 'daños', 'patrimonio', 'derecho', 'yel', 'vehiculo', 'carriles', 'izquierdo', 'heridos', 'retira', 'grua', 'seguro']"
510,Colisión de vehículos,"Colisión alcance carril derecho,sin heridos ni daños.Corto carril derecho hasta la llegada de policía que sacamos vehículos por 10RA a zona urbana","['colision', 'alcance', 'carril', 'derechosin', 'heridos', 'dañoscorto', 'carril', 'derecho', 'llegada', 'policia', 'sacamos', 'vehiculos', '10ra', 'zona', 'urbana']"
511,Colisión de vehículos,Señalizar en accidente en carril izquierdo sin daños a patrimonio y un herido leve dado de alta en el lugar.,"['señalizar', 'accidente', 'carril', 'izquierdo', 'daños', 'patrimonio', 'herido', 'leve', 'alta']"
512,Salida de vía,Vehículo se sale de la vía colisionando contra el muro hormigón por esquivar peatón presuntamente ebrio.Peatón y conductor son trasladados H.Princesa para valoración.,"['vehiculo', 'sale', 'via', 'colisionando', 'muro', 'hormigon', 'esquivar', 'peaton', 'presuntamente', 'ebriopeaton', 'conductor', 'trasladados', 'hprincesa', 'valoracion']"
513,Salida de vía,Vehículo se sale de la vía causando daños a patrimonio,"['vehiculo', 'sale', 'via', 'causando', 'daños', 'patrimonio']"
514,Salida de vía,Vehículo se sale de vía colisionando contra la barrera y causando daños a patrimonio,"['vehiculo', 'sale', 'via', 'colisionando', 'barrera', 'causando', 'daños', 'patrimonio']"
515,Colisión de vehículos,Señalizar accidente por alcance lateral en arcén derecho. Vehículos se retiran por sus medios,"['señalizar', 'accidente', 'alcance', 'lateral', 'arcen', 'derecho', 'vehiculos', 'retiran', 'medios']"
516,Salida de vía,"Vehículo se sale de la vía produciendo daños en lado izquierdo. Recogida de restos y limpieza de tierra en calzada producida por salida de via5 barreras, 4 CPN y 4 separadores de barrera","['vehiculo', 'sale', 'via', 'produciendo', 'daños', 'izquierdo', 'recogida', 'restos', 'limpieza', 'tierra', 'calzada', 'producida', 'salida', 'via5', 'barreras', '4', 'cpn', '4', 'separadores', 'barrera']"
517,Salida de vía,Accidente sin daños en margen derecho,"['accidente', 'daños', 'margen', 'derecho']"
518,Colisión de vehículos,"Corto carril derecho por accidente. Tres heridos leves, dos trasladados, uno dado de alta","['corto', 'carril', 'derecho', 'accidente', 'heridos', 'leves', 'trasladados', 'alta']"
519,Colisión de vehículos,Accidente en carriles derechos,"['accidente', 'carriles', 'derechos']"
520,Salida de vía,Motorista pierde el control de la moto cayéndose al suelo. Herido leve. Cuando llego se lo ha llevado el SAMUR. Policía me dice que me retire,"['motorista', 'pierde', 'control', 'moto', 'cayendose', 'suelo', 'herido', 'leve', 'llego', 'llevado', 'samur', 'policia', 'retire']"
521,Colisión de vehículos,Colisión entre vehículos en carril izquierdo. Se retiran por sus medios.,"['colision', 'vehiculos', 'carril', 'izquierdo', 'retiran', 'medios']"
522,Colisión de vehículos,alcance entre vehículos en carril central.Un herido.Es trasladado por Samur.,"['alcance', 'vehiculos', 'carril', 'centralun', 'heridoes', 'trasladado', 'samur']"
523,Salida de vía,"Vehículo con golpe en rueda delantera izquierda, solicitamos plataforma C10 y policía. No SAMUR. Sacamos el veículo a la calle el Bosco","['vehiculo', 'golpe', 'rueda', 'delantera', 'izquierda', 'solicitamos', 'plataforma', 'c10', 'policia', 'samur', 'sacamos', 'veiculo', 'calle', 'bosco']"
524,Colisión de vehículos,Veo desde la calzada izquierda tres vehículos parados.Cuando llegó solo queda 1 los otros se han retirado.Ha sido una colisión por alcance sin heridos.,"['veo', 'calzada', 'izquierda', 'vehiculos', 'paradoscuando', 'llego', 'queda', '1', 'retiradoha', 'colision', 'alcance', 'heridos']"
525,Colisión de vehículos,Colisión de vehículos sin heridos ni daños.Solicitan policía.,"['colision', 'vehiculos', 'heridos', 'dañossolicitan', 'policia']"
526,Colisión de vehículos,Señalizo colisión de vehículos sin heridos y corto carril derecho.Policía solicita Samur y luego se anula.,"['señalizo', 'colision', 'vehiculos', 'heridos', 'corto', 'carril', 'derechopolicia', 'solicita', 'samur', 'anula']"
527,Colisión de vehículos,Señalizo colisión de vehículos con heridos.Corto carril derecho.Heridos dados de alta en el lugar.Pronostico leve (4 heridos).,"['señalizo', 'colision', 'vehiculos', 'heridoscorto', 'carril', 'derechoheridos', 'dados', 'alta', 'lugarpronostico', 'leve', '4', 'heridos']"
528,Colisión de vehículos,Señalizar colisión de vehículos carril derecho,"['señalizar', 'colision', 'vehiculos', 'carril', 'derecho']"
529,Colisión de vehículos,Accidente con heridos en carril central 19:00 retiramos veh al arcén derecho.2 veh salen por sus medios 1 con su grúa.Se ofrece la grúa y no la quieren.1 herido leve dado de alta en el lugar.,"['accidente', 'heridos', 'carril', 'central', '1900', 'retiramos', 'veh', 'arcen', 'derecho2', 'veh', 'salen', 'medios', '1', 'gruase', 'ofrece', 'grua', 'quieren1', 'herido', 'leve', 'alta']"
530,Colisión de vehículos,Accidente leve por alcance entre dos vehículos a nuestra lelgada ya habían abandonado el punto.,"['accidente', 'leve', 'alcance', 'vehiculos', 'lelgada', 'habian', 'abandonado', 'punto']"
531,Colisión de vehículos,"Colisión de vehículos, sin heridos en carril izquierdo. Cuando llego PM lo ha pasado al arcén derecho.","['colision', 'vehiculos', 'heridos', 'carril', 'izquierdo', 'llego', 'pm', 'arcen', 'derecho']"
532,Colisión de vehículos,"Accidente por alcance leve dos vehiculos, parados en arcen derecho.","['accidente', 'alcance', 'leve', 'vehiculos', 'parados', 'arcen', 'derecho']"
533,Colisión de vehículos,"Accidente en carril izquierdo, a mi llegada estan en arcen derecho con Policía.","['accidente', 'carril', 'izquierdo', 'llegada', 'arcen', 'derecho', 'policia']"
534,Colisión de vehículos,"Accidente de 3 vehiculos por alcance, cuando llegamos uno de ellos a salido por us medios, de los dos que quedan sacamos el Citroen rojo y el Peugeot sale por sus medios, el acompañante de Peugeot  es trasladado al Hospital por Samur.","['accidente', '3', 'vehiculos', 'alcance', 'llegamos', 'salido', 'us', 'medios', 'quedan', 'sacamos', 'citroen', 'rojo', 'peugeot', 'sale', 'medios', 'acompañante', 'peugeot', 'trasladado', 'hospital', 'samur']"
535,Colisión de vehículos,Señalizar vehiculo accidente en arcen dcho. Herido leve trasladado a Hospital,"['señalizar', 'vehiculo', 'accidente', 'arcen', 'dcho', 'herido', 'leve', 'trasladado', 'hospital']"
536,Colisión de vehículos,"Accidente producido en el carril izquierdo, cuando estabamos cargando un coche parado en carril derecho junto a Policía. Todos salen por sus medios salvo el Seat Ibiza que sacamos nosotros al exterior porque su conductor es trasladado al Clinico.","['accidente', 'producido', 'carril', 'izquierdo', 'estabamos', 'cargando', 'coche', 'parado', 'carril', 'derecho', 'policia', 'salen', 'medios', 'seat', 'ibiza', 'sacamos', 'exterior', 'conductor', 'trasladado', 'clinico']"
538,Colisión de vehículos,Accidente en carril izquierdo. A mi llegada estan en arcen derecho 00XC40 con Policía que me indica que me retire.,"['accidente', 'carril', 'izquierdo', 'llegada', 'arcen', 'derecho', '00xc40', 'policia', 'indica', 'retire']"
540,Colisión de vehículos,"Colisión por alcance, los vehiculos solo paran a darse datos. Salen por sus medios.","['colision', 'alcance', 'vehiculos', 'paran', 'darse', 'datos', 'salen', 'medios']"
541,Colisión de vehículos,Accidente en carril derecho. Se ofrece grúa y no la quieren.,"['accidente', 'carril', 'derecho', 'ofrece', 'grua', 'quieren']"
542,Colisión de vehículos,Aviso del C. Control accidente. Policía lo pasa al anchurón. Herido lo trasladan a Mapfre Capitan Haya.,"['aviso', 'control', 'accidente', 'policia', 'pasa', 'anchuron', 'herido', 'trasladan', 'mapfre', 'capitan']"
543,Colisión de vehículos,Colisión de vehiculos sin heridos en carril derecho. Se pasan a arcen derecho.,"['colision', 'vehiculos', 'heridos', 'carril', 'derecho', 'pasan', 'arcen', 'derecho']"
544,Colisión de vehículos,Colisión de vehiculos por alcance sin heridos.,"['colision', 'vehiculos', 'alcance', 'heridos']"
545,Colisión de vehículos,"Accdiente por alcance de vehçiculo a moto, después del golpe vehículo 2 se da a la fuga, atropellando al peatón que estaba en el suelo, solicita a centro de control samur, pues le había pisado una pierna, samur lo lleva al ramón y Cajal con pronóstico leve.","['accdiente', 'alcance', 'vehçiculo', 'moto', 'golpe', 'vehiculo', '2', 'fuga', 'atropellando', 'peaton', 'suelo', 'solicita', 'centro', 'control', 'samur', 'pisado', 'pierna', 'samur', 'ramon', 'cajal', 'pronostico', 'leve']"
546,Colisión de vehículos,"Accidente en carril derecho, a mi llegada policía ha sacado los vehículos al arcén derecho del ramal 32RC. Los vehículos son retirados por sus medios.","['accidente', 'carril', 'derecho', 'llegada', 'policia', 'sacado', 'vehiculos', 'arcen', 'derecho', 'ramal', '32rc', 'vehiculos', 'retirados', 'medios']"
547,Colisión de vehículos,"Anulada, accidente entre moto y coche. El centro de control anula la incidencia, ya que los vehículos se retiran del punto por sus medios,no salimos de base.","['anulada', 'accidente', 'moto', 'coche', 'centro', 'control', 'anula', 'incidencia', 'vehiculos', 'retiran', 'punto', 'mediosno', 'salimos', 'base']"
548,Colisión de vehículos,"dos vehículos apartadero derecho, anulada.","['vehiculos', 'apartadero', 'derecho', 'anulada']"
549,Colisión de vehículos,"Accidente en arcén derecho, no se ofrece grúa, los vehículos se retiran por sus medios.","['accidente', 'arcen', 'derecho', 'ofrece', 'grua', 'vehiculos', 'retiran', 'medios']"
550,Colisión de vehículos,"Señalizar accidente, herido leve trasladado a hospital.","['señalizar', 'accidente', 'herido', 'leve', 'trasladado', 'hospital']"
551,Colisión de vehículos,Colisión entre moto y turismo con herido leve (motorista) trasladado leve al Gregorio Marañon.,"['colision', 'moto', 'turismo', 'herido', 'leve', 'motorista', 'trasladado', 'leve', 'gregorio', 'marañon']"
552,Colisión de vehículos,"Aviso del CCT de accidente en carril izquierdo.A mi llegada solo queda 1 veh que necesita grúa, lo pasan a carril derecho.","['aviso', 'cct', 'accidente', 'carril', 'izquierdoa', 'llegada', 'queda', '1', 'veh', 'necesita', 'grua', 'pasan', 'carril', 'derecho']"
553,Colisión de vehículos,Accidente en arcén derecho.Se le ofrece grúa y no la quiere.Veh retirado por su grúa.A mi llegada solo queda 1 veh.,"['accidente', 'arcen', 'derechose', 'ofrece', 'grua', 'quiereveh', 'retirado', 'gruaa', 'llegada', 'queda', '1', 'veh']"
554,Colisión de vehículos,Aviso del CCT accidente en carril derecho.Herido atendido en el punto dado de alta.,"['aviso', 'cct', 'accidente', 'carril', 'derechoherido', 'atendido', 'punto', 'alta']"
555,Salida de vía,Vehículo se sale de la vía causando daños al patrimonio.Herido dado de alta en el punto.,"['vehiculo', 'sale', 'via', 'causando', 'daños', 'patrimonioherido', 'alta', 'punto']"
556,Salida de vía,Vehículos se sale de la vía colisionando contra el muro.No daños.,"['vehiculos', 'sale', 'via', 'colisionando', 'murono', 'daños']"
557,Salida de vía,Encuentro coche con policía cortando el ramal (el coche choco contra la barrera).,"['encuentro', 'coche', 'policia', 'cortando', 'ramal', 'coche', 'choco', 'barrera']"
558,Colisión de vehículos,Aviso:Accidente en carril derecho sin daños ni heridos.Se ofrece grúa pero ya han solicitado la de su seguro.,"['avisoaccidente', 'carril', 'derecho', 'daños', 'heridosse', 'ofrece', 'grua', 'solicitado', 'seguro']"
559,Colisión de vehículos,"Colisión alcance 3 vehículos carril derecho,sin heridos ni daños.Corto carril derecho hasta la retirada de estos por sus medios,una vez que realizan parte amistoso.","['colision', 'alcance', '3', 'vehiculos', 'carril', 'derechosin', 'heridos', 'dañoscorto', 'carril', 'derecho', 'retirada', 'mediosuna', 'realizan', 'amistoso']"
560,Colisión de vehículos,Encuentro el coche subido en la acera despues de chocar con el autobus al saltarse el stop (se llama al Jefe de turno).,"['encuentro', 'coche', 'subido', 'acera', 'chocar', 'autobus', 'saltarse', 'stop', 'llama', 'jefe', 'turno']"
561,Salida de vía,Moto se sale de la vía colisionando contra el muro saliendo el motorista desplazado cayendo al otro lado del muro.Herido trasladado al Ramón y Cajal.,"['moto', 'sale', 'via', 'colisionando', 'muro', 'saliendo', 'motorista', 'desplazado', 'cayendo', 'muroherido', 'trasladado', 'ramon', 'cajal']"
562,Colisión de vehículos,"Aviso de accidente,cuando llegó al punto 1 de los veh implicados está abandonando el punto por sus medios (no puedo coger datos ni fotos).El segundo veh tambien abandona por sus medios.","['aviso', 'accidentecuando', 'llego', 'punto', '1', 'veh', 'implicados', 'abandonando', 'punto', 'medios', 'coger', 'datos', 'fotosel', 'veh', 'abandona', 'medios']"
563,Salida de vía,Vehículo que se sale de la vía golpeando el portico derecho de la salida de emergencia.El veh es retirado por grúa municipal.Retiramos desperfectos y limpiamos la zona.No hay daños personales.,"['vehiculo', 'sale', 'via', 'golpeando', 'portico', 'derecho', 'salida', 'emergenciael', 'veh', 'retirado', 'grua', 'municipalretiramos', 'desperfectos', 'limpiamos', 'zonano', 'daños', 'personales']"
564,Colisión de vehículos,Colisión alcance 3 vehículos sin heridos ni daños carril derecho.Se corta carril derecho hasta la retirada de los vehículos 1 y 2 por sus medios y el veh 3 grúa propia.Se ofrece servicio Rudesa el usuario no necesita el servicio. ,"['colision', 'alcance', '3', 'vehiculos', 'heridos', 'daños', 'carril', 'derechose', 'corta', 'carril', 'derecho', 'retirada', 'vehiculos', '1', '2', 'medios', 'veh', '3', 'grua', 'propiase', 'ofrece', 'servicio', 'rudesa', 'usuario', 'necesita', 'servicio']"
565,Salida de vía,Salida de vía con colisión con balizamiento y barrera.Policía activa nuestra grúa.,"['salida', 'via', 'colision', 'balizamiento', 'barrerapolicia', 'activa', 'grua']"
566,Colisión de vehículos,Colisión alcance.A mi llegada solo hay 1 veh a la espera de grúa y F44 señalizando esté.Activamos servicio de grúa externa.retiramos esté fuera de limite M-30 en zona urbana.,"['colision', 'alcancea', 'llegada', '1', 'veh', 'espera', 'grua', 'f44', 'señalizando', 'esteactivamos', 'servicio', 'grua', 'externaretiramos', 'limite', 'm30', 'zona', 'urbana']"
567,Salida de vía,Accidente de motorista sin contrario.El conductor no sufre daños y prosigue la marcha.,"['accidente', 'motorista', 'contrarioel', 'conductor', 'sufre', 'daños', 'prosigue', 'marcha']"
568,Colisión de vehículos,Accidente por alcance entre 2 vehículos.Sacamos 1 con F-13 y el otro sale por sus medios.Hay vertido de aceite.,"['accidente', 'alcance', '2', 'vehiculossacamos', '1', 'f13', 'sale', 'medioshay', 'vertido', 'aceite']"
569,Salida de vía,Accidente contra barrera en margen izquierdo. Sin heridos.Con daños al patrimonio.,"['accidente', 'barrera', 'margen', 'izquierdo', 'heridoscon', 'daños', 'patrimonio']"
570,Colisión de vehículos,Colisión alcance 2 vehículos sin heridos ni daños carril derecho.Abandonan por sus medios los 2.,"['colision', 'alcance', '2', 'vehiculos', 'heridos', 'daños', 'carril', 'derechoabandonan', 'medios', '2']"
571,Colisión de vehículos,Vehículo accidentado en carril derecho.Se retira a mi llegada(solo queda 1 veh).,"['vehiculo', 'accidentado', 'carril', 'derechose', 'retira', 'llegadasolo', 'queda', '1', 'veh']"
572,Salida de vía,"Salida de vía con daños y heridos, señalizo y me retiro a otra incidencia.","['salida', 'via', 'daños', 'heridos', 'señalizo', 'retiro', 'incidencia']"
573,Salida de vía,"Señalizar accidente salida de vía y cuandp llego policía nacional retira el vehículo fuera de zona, lo carga su grúa seguro.","['señalizar', 'accidente', 'salida', 'via', 'cuandp', 'llego', 'policia', 'nacional', 'retira', 'vehiculo', 'zona', 'carga', 'grua', 'seguro']"
574,Salida de vía,"Vehículo colisiona contra la barrera en margen izquierdo, accidente sin heridos, se ofrece grúa y no la quiere, vehículo retirado por su grúa, se corta medio carril.","['vehiculo', 'colisiona', 'barrera', 'margen', 'izquierdo', 'accidente', 'heridos', 'ofrece', 'grua', 'vehiculo', 'retirado', 'grua', 'corta', 'carril']"
575,Salida de vía,"Señalizar accidente. Salida de vía, sin daños al patrimonio, sin heridos, el vehículo se retira por sus medios.","['señalizar', 'accidente', 'salida', 'via', 'daños', 'patrimonio', 'heridos', 'vehiculo', 'retira', 'medios']"
576,Salida de vía,"Salida de vía en lado izquierdo, corto carril derechp, conductot atendido por Samur por ataque de ansiedad, dado de alta en el punto, activo Rudesa.","['salida', 'via', 'izquierdo', 'corto', 'carril', 'derechp', 'conductot', 'atendido', 'samur', 'ataque', 'ansiedad', 'alta', 'punto', 'activo', 'rudesa']"
577,Vuelco,"Vuelco en carril izquierdo, a nuestra llegada Samur se había retirado con la conductora, con ayuda de bomberos y policía retiramos el vehículo al arcén derecho y me voy a la incidenica 58.","['vuelco', 'carril', 'izquierdo', 'llegada', 'samur', 'retirado', 'conductora', 'ayuda', 'bomberos', 'policia', 'retiramos', 'vehiculo', 'arcen', 'derecho', 'incidenica', '58']"
578,Salida de vía,"Salida de vía, corto carril derecho.","['salida', 'via', 'corto', 'carril', 'derecho']"
579,Salida de vía,"Encuentro coche en carril derecho, después de golpear el muro en lado izquierdo.","['encuentro', 'coche', 'carril', 'derecho', 'golpear', 'muro', 'izquierdo']"
580,Colisión de vehículos,"Accidente por alcance 2 vehículos implicados, sin heridos, reanudan la marcha por sus medios.","['accidente', 'alcance', '2', 'vehiculos', 'implicados', 'heridos', 'reanudan', 'marcha', 'medios']"
581,Colisión de vehículos,"Accidente por alcance entre un turismo y un motorista, 1 herido leve trasladado al Hospital Gregorio Marañon. Sin daños al patrimonio. Limpieza de restos.","['accidente', 'alcance', 'turismo', 'motorista', '1', 'herido', 'leve', 'trasladado', 'hospital', 'gregorio', 'marañon', 'daños', 'patrimonio', 'limpieza', 'restos']"
582,Colisión de vehículos,"Accidente por alcance entre 2 vehículos ocupando el arcen izquierdo, 1 herido leve trasladado al Hospital La Paz. Sin daños al patrimonio.","['accidente', 'alcance', '2', 'vehiculos', 'ocupando', 'arcen', 'izquierdo', '1', 'herido', 'leve', 'trasladado', 'hospital', 'paz', 'daños', 'patrimonio']"
583,Colisión de vehículos,Accidente por alcance entre 3 vehículos ocupando el carril derecho. Sin daños al patrimonio ni heridos. Dos vehículos se retiram por sus medios y el tercero en su grúa del seguro.,"['accidente', 'alcance', '3', 'vehiculos', 'ocupando', 'carril', 'derecho', 'daños', 'patrimonio', 'heridos', 'vehiculos', 'retiram', 'medios', 'tercero', 'grua', 'seguro']"
584,Colisión de vehículos,Accidente por alcance entre 2 vehículos ocupando el carril derecho hasta que Policía Municipal los trasladada al arcén derecho. Sin daños al patrimonio ni heridos. Ambos vehículos se retiran por sus medios.,"['accidente', 'alcance', '2', 'vehiculos', 'ocupando', 'carril', 'derecho', 'policia', 'municipal', 'trasladada', 'arcen', 'derecho', 'daños', 'patrimonio', 'heridos', 'vehiculos', 'retiran', 'medios']"
585,Colisión de vehículos,Accidente por alcance entre 2 vehículos ocupando el carril izquierdo hasta que Policía Municipal los trasladada al carril derecho. Sin daños al patrimonio ni heridos. Uno de los vehículos implicados se retira por sus medios y el otro en su grúa del seguro.,"['accidente', 'alcance', '2', 'vehiculos', 'ocupando', 'carril', 'izquierdo', 'policia', 'municipal', 'trasladada', 'carril', 'derecho', 'daños', 'patrimonio', 'heridos', 'vehiculos', 'implicados', 'retira', 'medios', 'grua', 'seguro']"
586,Colisión de vehículos,Accidente por alcance entre 3 vehículos ocupando el carril central hasta que son trasladados al arcén derecho. 1 herido leve dado de alta en el punto por el Samur.,"['accidente', 'alcance', '3', 'vehiculos', 'ocupando', 'carril', 'central', 'trasladados', 'arcen', 'derecho', '1', 'herido', 'leve', 'alta', 'punto', 'samur']"
587,Colisión de vehículos,"Accidente por alcance en carriles izquierdos entre un turismo, un camión y un motorista, este último resulta herido y trasladado por el SUMMA al hospital sin pronosticar. ","['accidente', 'alcance', 'carriles', 'izquierdos', 'turismo', 'camion', 'motorista', 'resulta', 'herido', 'trasladado', 'summa', 'hospital', 'pronosticar']"
588,Colisión de vehículos,"Accidente por alcance entre un turismo y un camión ocupando el carril derecho. Sin heridos ni daños al patrimonio, ambos vehículos se retiran por sus medios.","['accidente', 'alcance', 'turismo', 'camion', 'ocupando', 'carril', 'derecho', 'heridos', 'daños', 'patrimonio', 'vehiculos', 'retiran', 'medios']"
589,Colisión de vehículos,Accidente por alcance entre 2 turismos ocupando el carril izquierdo hasta que Policía Municipal los retira por sus medios fuera de límites. Sin heridos ni daños al patrimonio.,"['accidente', 'alcance', '2', 'turismos', 'ocupando', 'carril', 'izquierdo', 'policia', 'municipal', 'retira', 'medios', 'limites', 'heridos', 'daños', 'patrimonio']"
590,Colisión de vehículos,"Accidente por alcance entre una furgoneta y un motorista, este último resulta herido leve y trasladado al hospital. Sin heridos ni daños al patrimonio.","['accidente', 'alcance', 'furgoneta', 'motorista', 'resulta', 'herido', 'leve', 'trasladado', 'hospital', 'heridos', 'daños', 'patrimonio']"
591,Colisión de vehículos,"Colisión lateral entre camión y vehículo, sin heridos ni daños en carril derecho. Corto carril derecho hasta que hacen parte amistoso, abandonando por sus medios ambos. ","['colision', 'lateral', 'camion', 'vehiculo', 'heridos', 'daños', 'carril', 'derecho', 'corto', 'carril', 'derecho', 'amistoso', 'abandonando', 'medios']"
592,Colisión de vehículos,"Colisión entre camión y vehículo con heridos y daños. Vehiculo 1 en carril derecho del 12RH (con Policía se pasa al carril derecho del NL, donde se encuentra el vehículo 2). Corto carril derecho del 11NL20 hasta que SAMUR atiende y traslada a 2 usuarios del vehículo 2 en estado leve","['colision', 'camion', 'vehiculo', 'heridos', 'daños', 'vehiculo', '1', 'carril', 'derecho', '12rh', 'policia', 'pasa', 'carril', 'derecho', 'nl', 'vehiculo', '2', 'corto', 'carril', 'derecho', '11nl20', 'samur', 'atiende', 'traslada', '2', 'usuarios', 'vehiculo', '2', 'leve']"
593,Colisión de vehículos,Pequeña colisión alcance sin heridos ni daños en isleta. Terminan parte amistoso y abandonan por sus medios.,"['pequeña', 'colision', 'alcance', 'heridos', 'daños', 'isleta', 'terminan', 'amistoso', 'abandonan', 'medios']"
594,Colisión de vehículos,Colisión por alcance sin heridos. Corte de carril derecho,"['colision', 'alcance', 'heridos', 'corte', 'carril', 'derecho']"
595,Colisión de vehículos,Pequeña colisión alcanse sin heridos ni daños. Pasamos vehículo al jardin hasta que terminan parte y abandonan por sus medios. ,"['pequeña', 'colision', 'alcanse', 'heridos', 'daños', 'pasamos', 'vehiculo', 'jardin', 'terminan', 'abandonan', 'medios']"
596,Colisión de vehículos,"Señalizar accidente por alcance en carril central sin daños a patrimonio, ni heridos. El vehículo 1 se retira por sus medios y el 2 en su grúa propia","['señalizar', 'accidente', 'alcance', 'carril', 'central', 'daños', 'patrimonio', 'heridos', 'vehiculo', '1', 'retira', 'medios', '2', 'grua']"
597,Colisión de vehículos,"Señalizar accidente por alcance en carril derecho, sin daños a patrimonio ni heridos. Policía lo retira a glorieta de Méndez álvaro. Los vehículos se retiran por sus medios","['señalizar', 'accidente', 'alcance', 'carril', 'derecho', 'daños', 'patrimonio', 'heridos', 'policia', 'retira', 'glorieta', 'mendez', 'alvaro', 'vehiculos', 'retiran', 'medios']"
599,Colisión de vehículos,Alcance entre 2 vehículos. Se solicita SAMUR para la acompañante del FIAT es trasladada al Hospital. Se solicita plataforma. Cargamos al Nisan y sacamos al exterior,"['alcance', '2', 'vehiculos', 'solicita', 'samur', 'acompañante', 'fiat', 'trasladada', 'hospital', 'solicita', 'plataforma', 'cargamos', 'nisan', 'sacamos', 'exterior']"
600,Colisión de vehículos,"Colisión alcance entre moto y vehículo en carril izquierdo. Con Policía movemos vehiculos al carril derecho, cortamos carril derecho hasta que SAMUR atiende a usuario danto de alta en el punto. Se activa Grúa externa (Ollero) que llega a las 09:20 y saca vehículo a Arturo Soria","['colision', 'alcance', 'moto', 'vehiculo', 'carril', 'izquierdo', 'policia', 'movemos', 'vehiculos', 'carril', 'derecho', 'cortamos', 'carril', 'derecho', 'samur', 'atiende', 'usuario', 'danto', 'alta', 'punto', 'activa', 'grua', 'externa', 'ollero', 'llega', '0920', 'saca', 'vehiculo', 'arturo', 'soria']"
601,Colisión de vehículos,"Accidente leve por alcance de dos vehículos implicados, sin heridos","['accidente', 'leve', 'alcance', 'vehiculos', 'implicados', 'heridos']"
602,Colisión de vehículos,Accidente por alcance leve de dos vehículos. Vehículo 2 grúa externa (Ollero) y vehículo 1 por grúa propia,"['accidente', 'alcance', 'leve', 'vehiculos', 'vehiculo', '2', 'grua', 'externa', 'ollero', 'vehiculo', '1', 'grua']"
603,Colisión de vehículos,"Accidente lateral entre 2 vehículos, sin daños ni heridos en isleta. Los movemos al arcén derecho","['accidente', 'lateral', '2', 'vehiculos', 'daños', 'heridos', 'isleta', 'movemos', 'arcen', 'derecho']"
604,Salida de vía,Vehículo colisiona contra la señal,"['vehiculo', 'colisiona', 'señal']"
605,Colisión de vehículos,Señalizar accidente por alcance en carril derecho. Lo retira grúa externa a Conde de Casal y limpieza de aceite en carril derecho,"['señalizar', 'accidente', 'alcance', 'carril', 'derecho', 'retira', 'grua', 'externa', 'conde', 'casal', 'limpieza', 'aceite', 'carril', 'derecho']"
606,Colisión de vehículos,Aviso del centro de control de accidente. Policía pasa a los vehículos al ramal 32RN. Limpio mancha de aceite del vehículo 2,"['aviso', 'centro', 'control', 'accidente', 'policia', 'pasa', 'vehiculos', 'ramal', '32rn', 'limpio', 'mancha', 'aceite', 'vehiculo', '2']"
607,Colisión de vehículos,"Aviso accidente de vehículos. Señalizamos con BUL C-12, se trata de un alcance entre 2 vehículos. Uno sale por sus medios y el otro lo sacamos con F11","['aviso', 'accidente', 'vehiculos', 'señalizamos', 'bul', 'c12', 'alcance', '2', 'vehiculos', 'sale', 'medios', 'sacamos', 'f11']"
